"mesocosm";"depth";"date";"temperature";"oxygen";"pH";"turbidity";"chlorophyll"
12;50;"08/31/2015";22.844;12.46;10.09;1.65;11
12;100;"08/31/2015";22.121;13.55;10.24;3.04;41
13;150;"08/31/2015";21.897;12.04;9.92;2.76;43
13;50;"08/31/2015";22.813;11.81;9.86;1.93;10.74
13;100;"08/31/2015";22.495;11.93;9.88;2.24;27.09
14;150;"08/31/2015";21.843;10.14;9.3;2.07;33.47
14;50;"08/31/2015";22.66;9.92;9.17;1.27;13.87
14;100;"08/31/2015";22.117;10.03;9.22;1.77;28.17
15;150;"08/31/2015";21.947;14.25;10.41;3.57;55.55
15;50;"08/31/2015";22.843;12.61;10.21;2.19;17.62
15;100;"08/31/2015";22.147;14.07;10.37;3;36.02
16;150;"08/31/2015";21.931;13.88;10.27;2.39;41.87
16;50;"08/31/2015";22.889;12.44;10.1;1.57;17.06
16;100;"08/31/2015";22.402;13.46;10.22;1.84;24.93
17;150;"08/31/2015";21.884;13.82;10.12;3.08;58.65
17;50;"08/31/2015";22.75;12.31;9.91;1.46;11.66
17;100;"08/31/2015";22.106;13.56;10.09;2.44;41.01
18;150;"08/31/2015";21.964;14.05;10.51;3.92;56.33
18;50;"08/31/2015";22.867;12.39;10.27;2.23;10.89
18;100;"08/31/2015";22.207;14.02;10.5;3.45;39.99
19;150;"08/31/2015";21.999;14.12;10.48;3.59;81.48
19;50;"08/31/2015";22.936;12.83;10.3;2.27;24.62
19;100;"08/31/2015";22.212;14.19;10.44;3.12;59.21
1;150;"08/31/2015";21.944;14.28;10.38;4.24;82.53
1;50;"08/31/2015";22.772;12.58;10.17;1.83;29.85
1;100;"08/31/2015";22.267;14.24;10.4;3.09;48.67
20;150;"08/31/2015";21.921;12.67;10;2.58;50.55
20;50;"08/31/2015";22.809;11.61;9.82;1.32;14.02
20;100;"08/31/2015";22.198;12.48;10;2.13;26.8
21;150;"08/31/2015";22.026;14.68;10.53;4.45;70.82
21;50;"08/31/2015";22.816;13.04;10.31;2.53;29.49
21;100;"08/31/2015";22.453;14.13;10.41;3.67;63.49
22;150;"08/31/2015";21.922;13.76;10.35;4.11;72.54
22;50;"08/31/2015";22.88;12.73;10.2;2.53;26.1
22;100;"08/31/2015";22.263;14.02;10.37;3.21;36.65
23;150;"08/31/2015";21.847;10.99;9.56;2.22;40.87
23;50;"08/31/2015";22.955;10.49;9.42;1.43;8.48
23;100;"08/31/2015";22.171;10.83;9.5;1.77;18.13
24;150;"08/31/2015";21.958;16.09;10.53;4.51;85.93
24;50;"08/31/2015";22.875;13.71;10.25;2.33;24.3
24;100;"08/31/2015";22.316;15.4;10.52;3.65;64.32
25;150;"08/31/2015";21.898;14.31;10.4;3.68;69.03
25;50;"08/31/2015";22.91;13.23;10.26;2.33;17.92
25;100;"08/31/2015";22.167;14.38;10.39;3.55;52.47
26;150;"08/31/2015";21.834;10.54;9.54;1.71;23.89
26;50;"08/31/2015";22.993;10.69;9.49;1.34;10.9
26;100;"08/31/2015";22.093;10.68;9.53;1.37;12.89
27;150;"08/31/2015";21.934;14.07;10.31;3.55;59.43
27;50;"08/31/2015";22.984;12.97;10.14;2.32;31.66
27;100;"08/31/2015";22.412;13.85;10.22;3;31.33
28;150;"08/31/2015";21.928;13.47;10.04;3.5;62.69
28;50;"08/31/2015";23.018;12.64;9.93;1.98;19.01
28;100;"08/31/2015";22.424;13.22;10.01;2.27;33.27
29;150;"08/31/2015";21.857;13.96;10.35;2.76;52.54
29;50;"08/31/2015";22.793;12.05;10.1;1.93;21.3
29;100;"08/31/2015";22.37;13.32;10.35;2.37;48.95
2;150;"08/31/2015";21.893;11.78;9.8;2.44;24.44
2;50;"08/31/2015";22.734;11.1;9.62;1.18;11.54
2;100;"08/31/2015";22.027;11.74;9.78;2.5;23.27
30;150;"08/31/2015";22.258;16.34;10.6;2.96;44.75
30;50;"08/31/2015";22.876;14.88;10.45;1.75;14.65
30;100;"08/31/2015";22.385;15.73;10.58;2.49;37.46
31;150;"08/31/2015";21.99;11.31;9.91;2.93;45.87
31;50;"08/31/2015";22.975;11.48;9.86;2.39;19.9
31;100;"08/31/2015";22.295;11.46;9.9;2.53;17
32;150;"08/31/2015";21.831;14.35;10.28;2.02;42.35
32;50;"08/31/2015";22.911;12.68;10.05;1.21;9.04
32;100;"08/31/2015";22.345;14.02;10.28;1.41;22.77
33;150;"08/31/2015";21.93;13.89;10.18;2.53;32.02
33;50;"08/31/2015";22.94;12.47;9.98;1.54;13.17
33;100;"08/31/2015";22.242;13.54;10.17;2.19;17.72
34;150;"08/31/2015";22.071;14.69;10.53;3.66;61.67
34;50;"08/31/2015";22.997;12.83;10.3;2.42;12.33
34;100;"08/31/2015";22.611;13.9;10.38;2.8;38.1
35;150;"08/31/2015";22.001;14.04;10.45;3.04;46.81
35;50;"08/31/2015";22.997;11.98;10.18;1.91;11.68
35;100;"08/31/2015";22.351;13.61;10.42;2.78;34.82
36;150;"08/31/2015";22.06;13.91;10.28;3.86;60.08
36;50;"08/31/2015";22.86;12.43;10.07;2.02;17.99
36;100;"08/31/2015";22.493;13.41;10.22;2.95;38.72
3;150;"08/31/2015";21.936;13.87;10.2;2.87;45.48
3;50;"08/31/2015";22.811;12.43;10.02;1.67;16.4
3;100;"08/31/2015";22.106;13.55;10.15;2.53;34.21
4;150;"08/31/2015";21.896;12.54;10.17;3.87;61.32
4;50;"08/31/2015";22.74;11.34;9.98;1.88;8.52
4;100;"08/31/2015";22.275;12.37;10.12;3.17;47.73
5;150;"08/31/2015";21.827;10.72;9.56;7.7;62.82
5;50;"08/31/2015";22.689;10.53;9.48;1.66;20.1
5;100;"08/31/2015";22.368;10.8;9.5;2.01;36.95
6;150;"08/31/2015";21.884;16.49;10.69;4.81;96.79
6;50;"08/31/2015";22.723;13.96;10.47;2.39;20.33
6;100;"08/31/2015";22.254;16.03;10.68;3.42;57.36
7;150;"08/31/2015";21.857;13.92;10.27;3.95;66.82
7;50;"08/31/2015";22.818;13.26;10.19;2.27;23.43
7;100;"08/31/2015";22.145;14.17;10.29;3.37;66.28
8;150;"08/31/2015";21.793;14.24;10.28;2.58;51.09
8;50;"08/31/2015";22.851;12.62;10.06;1.51;11.13
8;100;"08/31/2015";22.138;13.91;10.28;2.08;34.26
9;150;"08/31/2015";21.92;13.63;10.36;3.73;59.68
9;50;"08/31/2015";22.727;12.22;10.15;2.32;14.36
9;100;"08/31/2015";22.281;13.26;10.24;3.19;43.55
10;150;"09/11/2015";18.94;14.7;10.09;3.73;53.74
10;50;"09/11/2015";18.944;14.57;10.04;3.91;64.47
10;100;"09/11/2015";18.945;14.68;10.06;3.65;67.08
11;150;"09/10/2015";19.163;13.47;10.16;3.54;51.09
11;50;"09/10/2015";19.745;13.26;10.11;3.19;27.9
11;100;"09/10/2015";19.389;13.49;10.15;3.03;45.12
12;150;"09/10/2015";19.27;16.82;10.58;4;64.47
12;50;"09/10/2015";19.441;16.67;10.55;4;54.14
12;100;"09/10/2015";19.333;16.78;10.57;4.09;69.22
13;150;"09/11/2015";19.046;11.52;9.62;2.05;17.81
13;50;"09/11/2015";19.048;11.72;9.51;2.06;14.32
13;100;"09/11/2015";19.052;11.53;9.56;2.03;21.58
14;150;"09/10/2015";19.207;10.34;9.15;0.93;12.57
14;50;"09/10/2015";19.745;10.54;9.24;0.92;3.66
14;100;"09/10/2015";19.304;10.39;9.15;0.93;10.24
15;150;"09/10/2015";19.282;14.25;10.41;2.82;25.09
15;50;"09/10/2015";19.423;14.35;10.4;2.71;18.56
15;100;"09/10/2015";19.419;14.29;10.41;2.68;21.53
16;150;"09/10/2015";19.214;13.22;10.21;1.8;22.38
16;50;"09/10/2015";19.514;13.43;10.21;1.74;19.29
16;100;"09/10/2015";19.274;13.16;10.22;1.79;15.05
17;150;"09/10/2015";19.143;13.98;10.17;2.29;52.31
17;50;"09/10/2015";19.515;14.08;10.17;2.2;31.93
17;100;"09/10/2015";19.299;14.05;10.17;2.25;46.46
18;150;"09/10/2015";19.284;16.33;10.67;3.16;53.11
18;50;"09/10/2015";19.442;16.03;10.66;2.92;45.95
18;100;"09/10/2015";19.313;16.26;10.66;3.04;52.34
19;150;"09/11/2015";18.993;12.9;10.17;2.7;97.54
19;50;"09/11/2015";18.922;12.76;10.09;2.7;55.79
19;100;"09/11/2015";18.999;12.88;10.16;2.69;56.86
1;150;"09/10/2015";19.115;14.52;10.02;3.16;60.35
1;50;"09/10/2015";19.598;13.27;9.48;2.89;19.83
1;100;"09/10/2015";19.38;14.25;9.89;2.84;19.81
20;150;"09/11/2015";18.884;11.76;9.7;1.87;25.49
20;50;"09/11/2015";18.891;11.9;9.75;2.1;23.3
20;100;"09/11/2015";18.889;11.77;9.71;1.87;23.8
21;150;"09/11/2015";18.874;14.09;10.41;4;57.02
21;50;"09/11/2015";18.872;13.7;10.39;4.16;52.94
21;100;"09/11/2015";18.875;14.05;10.41;4.11;57.11
22;150;"09/11/2015";18.921;13.72;10.29;2.48;42.24
22;50;"09/11/2015";18.901;13.44;10.3;2.46;40.5
22;100;"09/11/2015";18.915;13.68;10.3;2.61;43.61
23;150;"09/11/2015";19.004;10.47;9.3;1.14;15
23;50;"09/11/2015";19.008;10.77;9.36;1.22;9.45
23;100;"09/11/2015";19.004;10.49;9.3;1.21;13.01
24;150;"09/11/2015";18.88;14.5;10.37;3.04;52.47
24;50;"09/11/2015";18.883;14.21;10.36;3.1;49.51
24;100;"09/11/2015";18.883;14.46;10.38;3.11;52.59
25;150;"09/11/2015";19.015;13.82;10.39;2.8;33.48
25;50;"09/11/2015";18.981;13.4;10.39;2.81;23.86
25;100;"09/11/2015";19.016;13.81;10.39;2.7;34.42
26;150;"09/11/2015";18.996;10.57;9.38;0.99;11.09
26;50;"09/11/2015";18.987;11.16;9.47;1.02;5.3
26;100;"09/11/2015";18.995;10.6;9.39;1.04;9.01
27;150;"09/11/2015";18.982;14.05;10.3;3.25;48.57
27;50;"09/11/2015";18.977;13.8;10.28;3.4;26.81
27;100;"09/11/2015";18.984;14.03;10.3;3.2;42.96
28;150;"09/11/2015";19.01;12.34;9.88;1.66;26.24
28;50;"09/11/2015";18.955;12.21;9.9;1.86;26.32
28;100;"09/11/2015";19.017;12.34;9.89;1.74;28.43
29;150;"09/11/2015";18.875;12.55;10.1;2.74;49.07
29;50;"09/11/2015";18.87;12.53;10.1;2.79;35.44
29;100;"09/11/2015";18.876;12.55;10.11;2.83;45.82
